IdPlayer,Name,TeamName,Position,BirthDate,Weight,Height,InternationalCaps,Goals
295184,ABDULMALEK ALKHAIBRI,Saudi Arabia,Midfielder,1986-03-13T00:00:00Z,73.0,177.0,33,0
407993,MOHAMED KANNO,Saudi Arabia,Midfielder,1994-09-22T00:00:00Z,73.0,192.0,7,1
339482,YASSER ALSHAHRANI,Saudi Arabia,Defender,1992-05-25T00:00:00Z,63.0,170.0,38,0
339474,ABDULLAH OTAYF,Saudi Arabia,Midfielder,1992-08-03T00:00:00Z,66.0,177.0,16,1
411624,ABDULLAH ALKHAIBARI,Saudi Arabia,Midfielder,1996-08-16T00:00:00Z,66.0,175.0,5,0
390000,HUSSAIN ALMOQAHWI,Saudi Arabia,Midfielder,1988-03-24T00:00:00Z,76.0,174.0,18,1
218083,TAISEER ALJASSAM,Saudi Arabia,Midfielder,1984-07-25T00:00:00Z,69.0,169.0,134,19
339745,SALEM ALDAWSARI,Saudi Arabia,Midfielder,1991-08-19T00:00:00Z,68.0,174.0,34,5
339470,FAHAD ALMUWALLAD,Saudi Arabia,Forward,1994-09-14T00:00:00Z,65.0,168.0,48,10
330914,MUHANNAD ASIRI,Saudi Arabia,Forward,1986-10-14T00:00:00Z,79.0,185.0,19,4
198514,YASSER ALMOSAILEM,Saudi Arabia,Goalkeeper,1984-02-27T00:00:00Z,88.0,186.0,33,0
396885,MOHAMMED ALOWAIS,Saudi Arabia,Goalkeeper,1991-10-10T00:00:00Z,79.0,187.0,7,0
339477,MOTAZ HAWSAWI,Saudi Arabia,Defender,1992-02-17T00:00:00Z,79.0,180.0,17,0
398547,Robin OLSEN,Sweden,Goalkeeper,1990-01-08T00:00:00Z,89.0,198.0,23,0
300251,Mikael LUSTIG,Sweden,Defender,1986-12-13T00:00:00Z,77.0,189.0,70,6
395283,Victor LINDELOF,Sweden,Defender,1994-07-17T00:00:00Z,81.0,187.0,25,1
214667,Andreas GRANQVIST,Sweden,Defender,1985-04-16T00:00:00Z,84.0,192.0,77,8
358053,Martin OLSSON,Sweden,Defender,1988-05-17T00:00:00Z,81.0,177.0,45,5
395264,Ludwig AUGUSTINSSON,Sweden,Defender,1994-04-21T00:00:00Z,76.0,181.0,20,1
214675,Sebastian LARSSON,Sweden,Midfielder,1985-06-06T00:00:00Z,70.0,178.0,104,6
360340,Albin EKDAL,Sweden,Midfielder,1989-07-28T00:00:00Z,75.0,186.0,39,0
297243,Marcus BERG,Sweden,Forward,1986-08-17T00:00:00Z,76.0,183.0,62,18
398550,Emil FORSBERG,Sweden,Midfielder,1991-10-23T00:00:00Z,78.0,179.0,41,7
398551,John GUIDETTI,Sweden,Forward,1992-04-15T00:00:00Z,79.0,185.0,22,1
398556,Karl-Johan JOHNSSON,Sweden,Goalkeeper,1990-01-28T00:00:00Z,83.0,187.0,5,0
406882,Gustav SVENSSON,Sweden,Midfielder,1987-02-07T00:00:00Z,77.0,183.0,16,0
395270,Filip HELANDER,Sweden,Defender,1993-04-22T00:00:00Z,82.0,192.0,4,0
372881,Oscar HILJEMARK,Sweden,Midfielder,1992-06-28T00:00:00Z,78.0,184.0,24,2
398561,Emil KRAFTH,Sweden,Defender,1994-08-02T00:00:00Z,72.0,185.0,15,0
401465,Viktor CLAESSON,Sweden,Midfielder,1992-01-02T00:00:00Z,79.0,183.0,27,3
373312,Pontus JANSSON,Sweden,Defender,1991-02-13T00:00:00Z,89.0,194.0,17,0
398549,Marcus ROHDEN,Sweden,Midfielder,1991-05-11T00:00:00Z,76.0,182.0,12,1
300255,Ola TOIVONEN,Sweden,Forward,1986-07-03T00:00:00Z,78.0,192.0,64,14
365630,Jimmy DURMAZ,Sweden,Midfielder,1989-03-22T00:00:00Z,69.0,180.0,46,3
395273,Isaac Kiese THELIN,Sweden,Forward,1992-06-24T00:00:00Z,83.0,189.0,24,2
360496,Kristoffer NORDFELDT,Sweden,Goalkeeper,1989-06-23T00:00:00Z,85.0,190.0,8,0
297105,Hugo LLORIS,France,Goalkeeper,1986-12-26T00:00:00Z,82.0,188.0,104,0
411471,Benjamin PAVARD,France,Defender,1996-03-28T00:00:00Z,76.0,186.0,12,1
401459,Presnel KIMPEMBE,France,Defender,1995-08-13T00:00:00Z,78.0,182.0,3,0
359440,Raphael VARANE,France,Defender,1993-04-25T00:00:00Z,79.0,191.0,49,3
368846,Samuel UMTITI,France,Defender,1993-11-14T00:00:00Z,84.0,183.0,25,3
367388,Paul POGBA,France,Midfielder,1993-03-15T00:00:00Z,86.0,191.0,60,10
336435,Antoine GRIEZMANN,France,Forward,1991-03-21T00:00:00Z,72.0,174.0,61,24
402049,Thomas LEMAR,France,Forward,1995-11-12T00:00:00Z,65.0,172.0,13,3
358015,Olivier GIROUD,France,Forward,1986-09-30T00:00:00Z,91.0,193.0,81,31
389867,Kylian MBAPPE,France,Forward,1998-12-20T00:00:00Z,78.0,178.0,22,8
398680,Ousmane DEMBELE,France,Forward,1997-05-15T00:00:00Z,70.0,178.0,16,2
404566,Corentin TOLISSO,France,Midfielder,1994-08-03T00:00:00Z,82.0,180.0,14,0
398681,Ngolo KANTE,France,Midfielder,1991-03-29T00:00:00Z,70.0,168.0,31,1
358014,Blaise MATUIDI,France,Midfielder,1987-04-09T00:00:00Z,75.0,180.0,72,9
319327,Steven NZONZI,France,Midfielder,1988-12-15T00:00:00Z,87.0,197.0,9,0
254133,Steve MANDANDA,France,Goalkeeper,1985-03-28T00:00:00Z,88.0,187.0,28,0
299876,Adil RAMI,France,Defender,1985-12-27T00:00:00Z,90.0,190.0,35,1
401458,Nabil FEKIR,France,Forward,1993-07-18T00:00:00Z,76.0,173.0,18,2
398682,Djibril SIDIBE,France,Defender,1992-07-29T00:00:00Z,81.0,184.0,18,1
368965,Florian THAUVIN,France,Forward,1993-01-26T00:00:00Z,76.0,180.0,5,0
411470,Lucas HERNANDEZ,France,Defender,1996-02-14T00:00:00Z,76.0,183.0,12,0
335995,Benjamin MENDY,France,Defender,1994-07-17T00:00:00Z,84.0,183.0,8,0
368840,Alphonse AREOLA,France,Goalkeeper,1993-02-27T00:00:00Z,95.0,195.0,0,0
395924,Abdoulaye DIALLO,Senegal,Goalkeeper,1992-03-30T00:00:00Z,79.0,189.0,16,0
408938,Adama MBENGUE,Senegal,Defender,1993-12-01T00:00:00Z,68.0,180.0,3,0
339820,Kalidou KOULIBALY,Senegal,Defender,1991-06-20T00:00:00Z,89.0,195.0,29,1
353758,Kara MBODJI,Senegal,Defender,1989-11-22T00:00:00Z,85.0,192.0,43,5
332314,Idrissa Gana GUEYE,Senegal,Midfielder,1989-09-26T00:00:00Z,64.0,174.0,58,1
370169,Salif SANE,Senegal,Midfielder,1990-08-25T00:00:00Z,84.0,196.0,21,0
327043,Moussa SOW,Senegal,Forward,1986-01-19T00:00:00Z,75.0,180.0,46,19
353765,Cheikhou KOUYATE,Senegal,Midfielder,1989-12-21T00:00:00Z,75.0,189.0,51,3
330687,Mame DIOUF,Senegal,Forward,1987-12-16T00:00:00Z,81.0,185.0,46,10
353790,Sadio MANE,Senegal,Forward,1992-04-10T00:00:00Z,69.0,175.0,55,15
395925,Cheikh NDOYE,Senegal,Midfielder,1986-03-29T00:00:00Z,90.0,192.0,29,3
368848,Youssouf SABALY,Senegal,Defender,1993-03-05T00:00:00Z,71.0,174.0,9,0
274154,Alfred NDIAYE,Senegal,Midfielder,1990-03-06T00:00:00Z,80.0,186.0,18,1
353782,Moussa KONATE,Senegal,Forward,1993-04-03T00:00:00Z,78.0,180.0,28,9
408939,Diafra SAKHO,Senegal,Forward,1989-12-24T00:00:00Z,79.0,184.0,12,3
353111,Khadim NDIAYE,Senegal,Goalkeeper,1985-04-05T00:00:00Z,80.0,185.0,45,0
339919,Pape Alioune NDIAYE,Senegal,Midfielder,1990-10-27T00:00:00Z,74.0,181.0,17,1
401889,Ismaila SARR,Senegal,Forward,1998-02-25T00:00:00Z,70.0,175.0,16,3
336000,Mbaye NIANG,Senegal,Forward,1994-12-19T00:00:00Z,74.0,184.0,11,1
401888,Keita BALDE,Senegal,Forward,1995-03-08T00:00:00Z,77.0,181.0,19,3
319348,Lamine GASSAMA,Senegal,Defender,1989-10-20T00:00:00Z,74.0,181.0,40,0
386256,Moussa WAGUE,Senegal,Defender,1998-10-04T00:00:00Z,70.0,177.0,10,1
408940,Alfred GOMIS,Senegal,Goalkeeper,1993-09-05T00:00:00Z,82.0,196.0,5,0
369029,Dominik LIVAKOVIC,Croatia,Goalkeeper,1995-01-09T00:00:00Z,82.0,188.0,1,0
336485,Sime VRSALJKO,Croatia,Defender,1992-01-10T00:00:00Z,76.0,181.0,41,0
357988,Ivan STRINIC,Croatia,Defender,1987-07-17T00:00:00Z,78.0,186.0,49,0
359381,Ivan PERISIC,Croatia,Forward,1989-02-02T00:00:00Z,78.0,187.0,73,21
297373,Vedran CORLUKA,Croatia,Defender,1986-02-05T00:00:00Z,84.0,192.0,103,4
312432,Dejan LOVREN,Croatia,Defender,1989-07-05T00:00:00Z,84.0,188.0,46,2
296633,Ivan RAKITIC,Croatia,Midfielder,1988-03-10T00:00:00Z,78.0,184.0,99,15
339987,Mateo KOVACIC,Croatia,Midfielder,1994-05-06T00:00:00Z,78.0,178.0,46,1
336472,Andrej KRAMARIC,Croatia,Forward,1991-06-19T00:00:00Z,73.0,177.0,38,10
241559,Luka MODRIC,Croatia,Midfielder,1985-09-09T00:00:00Z,66.0,172.0,113,14
380000,Marcelo BROZOVIC,Croatia,Midfielder,1992-11-16T00:00:00Z,68.0,181.0,41,6
376287,Lovre KALINIC,Croatia,Goalkeeper,1990-04-03T00:00:00Z,96.0,201.0,12,0
372987,Tin JEDVAJ,Croatia,Defender,1995-11-28T00:00:00Z,81.0,184.0,13,0
402149,Filip BRADARIC,Croatia,Midfielder,1992-01-11T00:00:00Z,78.0,186.0,5,0
372424,Duje CALETA-CAR,Croatia,Defender,1996-09-17T00:00:00Z,89.0,192.0,2,0
297379,Nikola KALINIC,Croatia,Forward,1988-01-05T00:00:00Z,80.0,187.0,42,15
375518,Mario MANDZUKIC,Croatia,Forward,1986-05-21T00:00:00Z,85.0,190.0,89,33
369058,Ante REBIC,Croatia,Forward,1993-09-21T00:00:00Z,78.0,185.0,22,2
357991,Milan BADELJ,Croatia,Midfielder,1989-02-25T00:00:00Z,76.0,186.0,41,2
369057,Marko PJACA,Croatia,Forward,1995-05-06T00:00:00Z,82.0,187.0,19,1
299896,Domagoj VIDA,Croatia,Defender,1989-04-29T00:00:00Z,76.0,184.0,65,3
375261,Josip PIVARIC,Croatia,Defender,1989-01-30T00:00:00Z,69.0,176.0,23,0
299887,Danijel SUBASIC,Croatia,Goalkeeper,1984-10-27T00:00:00Z,84.0,191.0,44,0
269746,Wojciech SZCZESNY,Poland,Goalkeeper,1990-04-18T00:00:00Z,90.0,195.0,37,0
297356,Michal PAZDAN,Poland,Defender,1987-09-21T00:00:00Z,78.0,181.0,35,0
270895,Artur JEDRZEJCZYK,Poland,Defender,1987-11-04T00:00:00Z,78.0,189.0,37,3
398594,Thiago CIONEK,Poland,Defender,1986-04-21T00:00:00Z,81.0,184.0,20,0
406995,Jan BEDNAREK,Poland,Defender,1996-04-12T00:00:00Z,77.0,189.0,6,1
402079,Jacek GORALSKI,Poland,Midfielder,1992-09-21T00:00:00Z,66.0,172.0,7,0
362823,Arkadiusz MILIK,Poland,Forward,1994-02-28T00:00:00Z,78.0,186.0,41,12
401277,Karol LINETTY,Poland,Midfielder,1995-02-02T00:00:00Z,73.0,176.0,20,1
299688,Robert LEWANDOWSKI,Poland,Forward,1988-08-21T00:00:00Z,79.0,185.0,98,55
269735,Grzegorz KRYCHOWIAK,Poland,Midfielder,1990-01-29T00:00:00Z,83.0,186.0,54,3
269706,Kamil GROSICKI,Poland,Midfielder,1988-06-08T00:00:00Z,78.0,180.0,60,12
270890,Bartosz BIALKOWSKI,Poland,Goalkeeper,1987-07-06T00:00:00Z,83.0,194.0,1,0
299687,Maciej RYBUS,Poland,Midfielder,1989-08-19T00:00:00Z,75.0,173.0,53,2
367469,Lukasz TEODORCZYK,Poland,Forward,1991-06-03T00:00:00Z,78.0,185.0,19,4
269695,Kamil GLIK,Poland,Defender,1988-02-03T00:00:00Z,80.0,190.0,60,4
216944,Jakub BLASZCZYKOWSKI,Poland,Midfielder,1985-12-14T00:00:00Z,71.0,175.0,100,20
216954,Slawomir PESZKO,Poland,Midfielder,1985-02-19T00:00:00Z,68.0,173.0,44,2
370435,Bartosz BERESZYNSKI,Poland,Defender,1992-07-12T00:00:00Z,77.0,183.0,11,0
370436,Piotr ZIELINSKI,Poland,Midfielder,1994-05-20T00:00:00Z,75.0,180.0,36,5
216955,Lukasz PISZCZEK,Poland,Defender,1985-06-03T00:00:00Z,79.0,184.0,65,3
411483,Rafal KURZAWA,Poland,Midfielder,1993-01-29T00:00:00Z,73.0,182.0,4,0
216931,Lukasz FABIANSKI,Poland,Goalkeeper,1985-04-18T00:00:00Z,83.0,190.0,46,0
411482,Dawid KOWNACKI,Poland,Forward,1997-03-14T00:00:00Z,75.0,185.0,4,1
308370,ALISSON,Brazil,Goalkeeper,1992-10-02T00:00:00Z,91.0,193.0,31,0
289964,THIAGO SILVA,Brazil,Defender,1984-09-22T00:00:00Z,79.0,183.0,76,6
289958,MIRANDA,Brazil,Defender,1984-09-07T00:00:00Z,78.0,186.0,52,2
398286,PEDRO GEROMEL,Brazil,Defender,1985-09-21T00:00:00Z,84.0,190.0,2,0
308386,CASEMIRO,Brazil,Midfielder,1992-02-23T00:00:00Z,84.0,185.0,28,0
217161,FILIPE LUIS,Brazil,Defender,1985-08-09T00:00:00Z,73.0,182.0,35,2
305070,DOUGLAS COSTA,Brazil,Forward,1990-09-14T00:00:00Z,70.0,172.0,27,3
218292,RENATO AUGUSTO,Brazil,Midfielder,1988-02-08T00:00:00Z,86.0,186.0,31,6
386559,GABRIEL JESUS,Brazil,Forward,1997-04-03T00:00:00Z,73.0,175.0,22,10
314197,NEYMAR,Brazil,Forward,1992-02-05T00:00:00Z,68.0,175.0,90,57
308366,PHILIPPE COUTINHO,Brazil,Midfielder,1992-06-12T00:00:00Z,68.0,172.0,41,12
218284,MARCELO,Brazil,Defender,1988-05-12T00:00:00Z,80.0,174.0,59,6
332946,MARQUINHOS,Brazil,Defender,1994-05-14T00:00:00Z,75.0,183.0,27,0
335656,DANILO,Brazil,Defender,1991-07-15T00:00:00Z,78.0,184.0,19,0
362727,PAULINHO,Brazil,Midfielder,1988-07-25T00:00:00Z,81.0,181.0,55,13
266773,CASSIO,Brazil,Goalkeeper,1987-06-06T00:00:00Z,92.0,195.0,1,0
208016,FERNANDINHO,Brazil,Midfielder,1985-05-04T00:00:00Z,67.0,179.0,49,2
394018,FRED,Brazil,Midfielder,1993-03-05T00:00:00Z,64.0,169.0,8,0
